Scheme,Ring number,Age,Sex,Wing,Weight,Day,Month,Year,Time
GBT,LB29620,A,M,134,139,26,1,2010,9
GBT,LB29621,A,M,138,120,31,12,2009,12
GBT,LB29622,A,F,128,118,1,1,2010,12
GBT,LB29623,F,M,126,119,1,1,2010,13
GBT,LB29624,F,M,129,115,1,1,2010,13
GBT,LB29625,A,M,133,114,1,1,2010,13
GBT,LB29626,A,M,137,135,1,1,2010,14
GBT,LB29627,A,M,134,105,2,1,2010,10
GBT,LB29628,F,F,122,120,2,1,2010,14
GBT,LB29629,F,F,129,116,2,1,2010,16
GBT,LB29629,F,F,128,118,4,1,2010,10
GBT,LB29629,F,F,129,116,10,1,2010,12
GBT,LB29630,F,F,129,105,3,1,2010,8
GBT,LB29631,F,M,136,133,3,1,2010,11
GBT,LB29632,F,F,126,106,3,1,2010,12
GBT,LB29633,F,M,132,120,4,1,2010,13
GBT,LB29634,A,M,134,128,4,1,2010,14
GBT,LB29634,A,M,136,117,5,1,2010,9
GBT,LB29634,A,M,134,132,16,1,2010,14
GBT,LB29635,A,F,125,130,4,1,2010,15
GBT,LB29636,F,F,128,125,5,1,2010,13
GBT,LB29636,F,F,127,109,7,1,2010,9
GBT,LB29637,F,M,127,112,5,1,2010,15
GBT,LB29638,A,F,132,104,6,1,2010,12
GBT,LB29639,F,F,130,95,7,1,2010,12
GBT,LB29639,F,F,128,107,31,1,2010,14
GBT,LB29639,F,F,130,103,4,2,2010,10
GBT,LB29639,F,F,130,102,10,2,2010,7
GBT,LB29639,F,F,129,101,23,2,2010,9
GBT,LB29639,F,F,129,99,23,2,2010,13
GBT,LB29640,A,M,136,130,7,1,2010,12
GBT,LB29641,F,M,130,104,8,1,2010,11
GBT,LB29641,F,M,130,110,10,1,2010,8
GBT,LB29641,F,M,130,104,10,1,2010,13
GBT,LB29641,F,M,130,102,12,1,2010,11
GBT,LB29642,F,M,129,96,10,1,2010,9
GBT,LB29643,F,M,130,112,10,1,2010,12
GBT,LB29644,A,F,125,103,10,1,2010,14
GBT,LB29644,A,F,125,104,11,1,2010,16
GBT,LB29645,A,M,133,135,10,1,2010,14
GBT,LB29646,F,F,127,98,10,1,2010,14
GBT,LB29647,A,M,130,100,11,1,2010,10
GBT,LB29648,A,M,129,107,11,1,2010,12
GBT,LB29649,A,M,133,122,11,1,2010,13
GBT,LB29650,A,F,125,123,12,1,2010,8
GBT,LB29651,A,F,126,106,12,1,2010,9
GBT,LB29652,F,M,128,112,14,1,2010,8
GBT,LB29652,F,M,129,115,17,1,2010,9
GBT,LB29652,F,M,129,122,28,1,2010,12
GBT,LB29652,F,M,129,118,2,2,2010,12
GBT,LB29653,F,M,133,117,14,1,2010,8
GBT,LB29653,F,M,133,123,3,2,2010,12
GBT,LB29653,F,M,133,114,12,2,2010,14
GBT,LB29654,F,F,122,108,14,1,2010,14
GBT,LB29655,F,F,122,96,15,1,2010,11
GBT,LB29656,F,F,127,121,15,1,2010,12
GBT,LB29656,A,F,129,114,29,1,2011,15
GBT,LB29657,A,F,132,115,15,1,2010,12
GBT,LB29658,F,F,125,120,15,1,2010,14
GBT,LB29659,F,F,125,116,15,1,2010,16
GBT,LB29660,F,M,129,124,16,1,2010,12
GBT,LB29660,A,M,133,110,5,2,2012,10
GBT,LB29661,F,M,133,137,20,1,2010,9
GBT,LB29661,F,M,132,122,19,2,2010,9
GBT,LB29661,F,M,133,114,7,3,2010,17
GBT,LB29661,F,M,133,117,12,3,2010,10
GBT,LB29662,F,M,129,118,26,1,2010,9
GBT,LB29663,A,F,133,124,26,1,2010,10
GBT,LB29664,A,F,130,121,26,1,2010,15
GBT,LB29665,F,F,126,118,28,1,2010,13
GBT,LB29666,F,M,127,99,31,1,2010,8
GBT,LB29667,A,M,131,109,31,1,2010,10
GBT,LB29668,F,F,126,112,31,1,2010,15
GBT,LB29669,A,M,135,131,31,1,2010,15
GBT,LB29670,F,M,131,115,31,1,2010,15
GBT,LB29670,F,M,131,112,11,2,2010,12
GBT,LB29671,A,M,136,130,31,1,2010,16
GBT,LB29673,U,F,127,114,2,2,2010,12
GBT,LB29674,A,M,131,114,2,2,2010,15
GBT,LB29675,A,F,132,117,2,2,2010,15
GBT,LB29676,F,M,130,117,3,2,2010,9
GBT,LB29677,A,M,130,110,4,2,2010,13
GBT,LB29677,A,M,131,104,10,2,2010,17
GBT,LB29677,A,M,131,103,11,2,2010,15
GBT,LB29677,A,M,132,94,21,2,2010,9
GBT,LB29678,A,F,128,118,6,2,2010,9
GBT,LB29679,F,M,136,128,10,2,2010,7
GBT,LB29680,F,M,131,98,13,2,2010,8
GBT,LB29681,F,M,136,127,13,2,2010,13
GBT,LB29682,A,M,134,115,16,2,2010,13
GBT,LB29682,A,M,133,112,18,2,2010,11
GBT,LB29683,A,M,132,92,19,2,2010,13
GBT,LB29683,A,M,132,90,21,2,2010,13
GBT,LB29683,A,M,133,85,24,5,2013,12
GBT,LB29684,F,M,131,101,21,2,2010,9
GBT,LB29685,F,M,132,92,21,2,2010,10
GBT,LB29686,A,M,136,123,21,2,2010,12
GBT,LB29687,F,F,123,96,23,2,2010,9
GBT,LB29688,A,F,132,111,23,2,2010,13
GBT,LB29689,F,F,128,105,24,2,2010,9
GBT,LB29690,F,F,125,94,26,2,2010,12
GBT,LB29691,A,F,132,99,1,3,2010,16
GBT,LB29692,F,F,122,98,2,3,2010,9
GBT,LB29693,F,F,124,109,2,3,2010,10
GBT,LB29693,F,F,125,104,5,3,2010,12
GBT,LB29694,A,M,134,98,6,3,2010,16
GBT,LB29695,A,M,133,110,7,3,2010,16
GBT,LB29695,A,M,134,111,8,3,2010,11
GBT,LB29696,F,M,128,92,8,3,2010,8
GBT,LB29697,A,M,131,118,8,3,2010,11
GBT,LB29698,F,M,130,123,11,3,2010,15
GBT,LB29699,F,M,127,100,15,3,2010,10
GBT,LB29699,F,M,126,90,8,4,2010,13
GBT,LB29700,F,M,134,114,16,3,2010,10
GBT,LB29701,F,M,133,111,16,3,2010,14
GBT,LB29702,F,F,126,98,18,3,2010,13
GBT,LB29703,F,F,124,90,20,3,2010,8
GBT,LB29704,A,F,125,114,9,5,2010,17
GBT,LB29704,A,F,125,99,22,6,2010,8
GBT,LB29704,A,F,126,100,25,4,2011,10
GBT,LB29705,J,M,,82,10,5,2010,8
GBT,LB29713,J,F,,85,14,5,2010,10
GBT,LB29713,J,F,,78,14,5,2010,14
GBT,LB29713,J,F,120,99,18,6,2010,16
GBT,LB29713,J,U,120,96,26,6,2010,18
GBT,LB29713,J,U,121,96,26,7,2010,12
GBT,LB29713,J,F,120,99,30,7,2010,13
GBT,LB29713,F,F,120,126,20,12,2010,15
GBT,LB29713,F,F,120,108,22,1,2011,11
GBT,LB29714,J,F,,82,18,5,2010,11
GBT,LB29714,J,F,,104,5,6,2010,15
GBT,LB29715,A,M,133,89,22,5,2010,9
GBT,LB29715,A,M,132,89,1,6,2010,6
GBT,LB29716,J,U,,75,24,5,2010,6
GBT,LB29716,J,U,,78,24,5,2010,12
GBT,LB29716,J,U,,79,29,5,2010,11
GBT,LB29716,J,U,,85,7,6,2010,17
GBT,LB29716,J,U,126,90,19,6,2010,14
GBT,LB29717,F,M,,105,24,5,2010,12
GBT,LB29717,F,M,,103,27,5,2010,13
GBT,LB29717,F,M,,99,30,6,2010,6
GBT,LB29717,F,M,,103,30,6,2010,15
GBT,LB29717,A,M,135,140,5,1,2011,9
GBT,LB29717,A,M,135,104,8,3,2011,8
GBT,LB29717,A,M,,108,11,6,2011,15
GBT,LB29718,F,F,123,106,25,5,2010,9
GBT,LB29718,F,F,123,107,26,5,2010,5
GBT,LB29718,A,F,125,97,18,5,2012,11
GBT,LB29718,A,F,125,96,19,5,2012,18
GBT,LB29718,A,F,126,92,24,5,2012,8
GBT,LB29719,A,F,,104,25,5,2010,9
GBT,LB29719,A,F,,102,29,5,2010,11
GBT,LB29720,J,M,,91,27,5,2010,13
GBT,LB29720,J,M,127,101,31,7,2010,13
GBT,LB29720,F,M,128,124,10,1,2011,13
GBT,LB29721,J,U,,85,28,5,2010,10
GBT,LB29722,J,M,,82,29,5,2010,9
GBT,LB29723,J,M,129,100,29,5,2010,11
GBT,LB29728,J,M,,94,5,6,2010,15
GBT,LB29729,J,U,129,99,7,6,2010,12
GBT,LB29733,J,M,,89,18,6,2010,13
GBT,LB29733,J,M,,86,19,6,2010,9
GBT,LB29733,J,U,125,93,30,6,2010,15
GBT,LB29733,F,M,,95,11,6,2011,15
GBT,LB29734,F,M,,96,18,6,2010,16
GBT,LB29735,J,U,125,99,18,6,2010,16
GBT,LB29735,F,F,125,106,3,2,2011,11
GBT,LB29735,F,F,125,92,3,3,2011,13
GBT,LB29735,F,F,125,94,6,3,2011,16
GBT,LB29735,F,F,125,92,15,3,2011,15
GBT,LB29736,J,U,129,95,19,6,2010,8
GBT,LB29737,J,U,,91,22,6,2010,15
GBT,LB29738,J,U,125,87,26,6,2010,18
GBT,LB29739,A,F,134,108,26,6,2010,11
GBT,LB29740,J,U,,92,28,6,2010,17
GBT,LB29740,J,U,123,91,30,7,2010,11
GBT,LB29740,F,F,123,105,24,1,2011,12
GBT,LB29740,F,F,122,96,8,2,2011,9
GBT,LB29741,J,M,130,95,30,6,2010,7
GBT,LB29741,F,M,129,115,18,12,2010,10
GBT,LB29743,J,U,130,98,10,7,2010,8
GBT,LB29744,J,U,127,90,26,7,2010,11
GBT,LB29744,J,M,128,96,31,7,2010,15
GBT,LB29746,J,U,127,89,27,7,2010,17
GBT,LB29746,F,F,130,103,11,12,2010,13
GBT,LB29747,J,M,,72,30,7,2010,11
GBT,LB29748,J,M,130,102,30,7,2010,16
GBT,LB29748,F,M,129,91,17,2,2011,13
GBT,LB29748,F,M,129,91,25,4,2011,7
GBT,LB29749,J,M,131,115,11,8,2010,9
GBT,LB29749,F,M,133,152,31,12,2010,10
GBT,LB29749,F,M,,108,9,7,2011,17
GBT,LB29749,A,M,136,105,28,2,2013,14
GBT,LB29749,A,M,135,102,5,3,2013,13
GBT,LB29750,J,U,122,82,12,8,2010,9
GBT,LB29751,J,M,131,99,13,8,2010,13
GBT,LB29751,F,M,130,95,14,5,2011,18
GBT,LB29751,F,M,130,97,8,7,2011,8
GBT,LB29752,J,M,128,107,21,8,2010,11
GBT,LB29752,A,M,130,103,9,3,2012,16
GBT,LB29753,F,M,126,93,25,9,2010,8
GBT,LB29753,F,M,126,93,14,3,2011,9
GBT,LB29754,J,U,121,99,28,9,2010,10
GBT,LB29757,F,F,125,108,18,12,2010,13
GBT,LB29758,F,M,130,111,20,12,2010,13
GBT,LB29759,F,F,125,123,20,12,2010,13
GBT,LB29759,F,F,126,118,18,1,2011,15
GBT,LB29759,F,F,126,115,26,1,2011,12
GBT,LB29760,F,F,126,118,20,12,2010,14
GBT,LB29761,F,F,127,125,21,12,2010,10
GBT,LB29761,F,F,127,136,30,12,2010,13
GBT,LB29761,F,F,126,136,1,1,2011,10
GBT,LB29761,F,F,127,133,18,1,2011,11
GBT,LB29761,F,F,127,134,28,1,2011,11
GBT,LB29761,F,F,127,109,2,3,2011,8
GBT,LB29761,F,F,126,103,8,3,2011,8
GBT,LB29761,F,F,126,105,28,3,2011,17
GBT,LB29761,F,F,125,103,2,4,2011,14
GBT,LB29762,A,F,130,122,21,12,2010,11
GBT,LB29763,F,F,124,126,30,12,2010,9
GBT,LB29764,F,F,129,119,31,12,2010,10
GBT,LB29765,A,F,124,111,1,1,2011,10
GBT,LB29766,F,F,123,114,2,1,2011,15
GBT,LB29766,F,F,123,97,18,2,2011,15
GBT,LB29767,F,M,129,126,2,1,2011,15
GBT,LB29768,A,F,128,124,2,1,2011,15
GBT,LB29769,A,M,134,123,3,1,2011,13
GBT,LB29770,F,M,131,123,3,1,2011,14
GBT,LB29771,F,M,127,124,3,1,2011,14
GBT,LB29772,F,M,134,110,3,1,2011,15
GBT,LB29773,F,M,128,123,3,1,2011,15
GBT,LB29774,A,F,127,119,4,1,2011,9
GBT,LB29775,F,F,131,137,4,1,2011,13
GBT,LB29776,A,M,135,121,5,1,2011,9
GBT,LB29777,F,F,127,113,5,1,2011,9
GBT,LB29778,F,F,130,140,5,1,2011,13
GBT,LB29779,A,M,133,150,5,1,2011,15
GBT,LB29779,A,M,135,120,8,2,2011,12
GBT,LB29780,A,M,139,129,5,1,2011,15
GBT,LB29781,F,F,127,131,6,1,2011,9
GBT,LB29782,A,M,133,141,6,1,2011,10
GBT,LB29782,A,M,133,137,11,1,2011,14
GBT,LB29783,A,M,138,136,6,1,2011,10
GBT,LB29784,A,F,121,114,8,1,2011,11
GBT,LB29785,A,M,135,136,8,1,2011,12
GBT,LB29786,F,M,127,108,8,1,2011,14
GBT,LB29787,U,F,132,128,8,1,2011,15
GBT,LB29787,F,F,130,102,12,3,2011,7
GBT,LB29788,F,F,128,127,9,1,2011,9
GBT,LB29789,F,F,132,129,9,1,2011,9
GBT,LB29790,F,M,135,137,9,1,2011,14
GBT,LB29791,F,F,130,126,10,1,2011,11
GBT,LB29792,F,F,130,125,9,1,2011,16
GBT,LB29793,A,F,120,94,10,1,2011,9
GBT,LB29794,F,F,132,141,10,1,2011,11
GBT,LB29794,F,F,132,128,11,1,2011,13
GBT,LB29795,F,M,132,131,10,1,2011,11
GBT,LB29796,F,F,126,125,10,1,2011,13
GBT,LB29797,A,F,130,130,11,1,2011,10
GBT,LB29798,F,F,127,116,11,1,2011,14
GBT,LB29799,F,F,127,131,11,1,2011,16
GBT,LB29799,F,F,127,126,21,1,2011,13
GBT,LB29800,A,F,125,129,12,1,2011,13
GBT,LB29800,A,F,125,122,25,1,2011,14
GBT,LB29801,A,F,125,113,12,1,2011,13
GBT,LB29802,F,M,124,115,13,1,2011,12
GBT,LB29802,F,M,123,88,22,3,2011,16
GBT,LB29802,F,M,123,88,27,4,2011,18
GBT,LB29802,F,M,122,88,2,5,2011,17
GBT,LB29802,A,M,128,98,1,10,2011,13
GBT,LB29802,A,M,127,92,2,4,2012,13
GBT,LB29802,A,M,128,91,14,4,2012,8
GBT,LB29802,A,M,128,89,1,5,2012,8
GBT,LB29802,U,M,129,94,21,9,2012,9
GBT,LB29802,A,M,129,87,23,5,2013,9
GBT,LB29803,F,M,132,114,14,1,2011,15
GBT,LB29804,A,F,127,113,18,1,2011,10
GBT,LB29805,A,F,130,124,18,1,2011,10
GBT,LB29806,A,M,133,102,18,1,2011,13
GBT,LB29807,F,M,127,107,18,1,2011,15
GBT,LB29808,F,F,127,106,21,1,2011,9
GBT,LB29809,F,M,127,120,21,1,2011,12
GBT,LB29809,F,M,127,118,22,1,2011,9
GBT,LB29809,A,M,129,102,5,11,2011,9
GBT,LB29810,F,M,135,120,21,1,2011,13
GBT,LB29810,F,M,135,121,26,1,2011,16
GBT,LB29810,F,M,134,113,19,2,2011,13
GBT,LB29811,A,F,130,124,21,1,2011,13
GBT,LB29812,F,F,128,104,21,1,2011,13
GBT,LB29812,F,F,128,103,25,1,2011,9
GBT,LB29812,F,F,129,100,29,1,2011,12
GBT,LB29813,F,M,133,113,21,1,2011,14
GBT,LB29814,F,F,125,102,21,1,2011,15
GBT,LB29815,F,M,133,119,22,1,2011,10
GBT,LB29816,F,M,130,119,22,1,2011,11
GBT,LB29816,F,M,129,113,1,2,2011,13
GBT,LB29817,F,M,130,120,22,1,2011,11
GBT,LB29818,F,M,130,119,23,1,2011,15
GBT,LB29819,A,M,134,120,24,1,2011,10
GBT,LB29819,A,M,134,117,28,1,2011,15
GBT,LB29820,F,F,124,105,24,1,2011,12
GBT,LB29820,F,F,124,105,26,1,2011,16
GBT,LB29821,F,M,128,119,24,1,2011,12
GBT,LB29821,F,M,127,114,29,1,2011,10
GBT,LB29822,F,F,127,127,25,1,2011,14
GBT,LB29822,U,F,127,124,1,2,2011,13
GBT,LB29822,U,F,126,108,7,3,2011,16
GBT,LB29822,F,F,128,98,12,3,2011,10
GBT,LB29823,F,F,123,117,26,1,2011,15
GBT,LB29823,F,F,123,109,27,1,2011,9
GBT,LB29823,F,F,123,110,29,1,2011,14
GBT,LB29824,F,F,129,116,26,1,2011,15
GBT,LB29825,F,M,127,115,27,1,2011,10
GBT,LB29825,A,M,131,96,24,5,2012,7
GBT,LB29826,A,M,134,120,28,1,2011,13
GBT,LB29827,F,M,129,116,28,1,2011,14
GBT,LB29827,F,M,129,109,29,1,2011,9
GBT,LB29828,F,F,132,137,28,1,2011,15
GBT,LB29829,F,M,134,126,28,1,2011,16
GBT,LB29830,A,M,136,111,29,1,2011,10
GBT,LB29831,F,M,128,110,29,1,2011,11
GBT,LB29832,A,M,135,127,29,1,2011,12
GBT,LB29833,F,M,132,114,29,1,2011,12
GBT,LB29834,F,F,125,112,29,1,2011,14
GBT,LB29835,A,F,127,125,29,1,2011,15
GBT,LB29836,A,M,140,138,29,1,2011,15
GBT,LB29836,A,M,140,115,19,2,2011,16
GBT,LB29836,A,M,140,127,26,2,2011,10
GBT,LB29837,F,F,126,98,31,1,2011,11
GBT,LB29837,F,F,126,103,14,2,2011,13
GBT,LB29837,F,F,127,99,18,2,2011,8
GBT,LB29837,F,F,127,99,22,2,2011,10
GBT,LB29838,F,M,131,123,31,1,2011,14
GBT,LB29839,F,F,129,116,1,2,2011,15
GBT,LB29840,F,M,134,117,1,2,2011,15
GBT,LB29841,F,F,129,102,17,2,2011,9
GBT,LB29841,F,F,129,99,18,2,2011,13
GBT,LB29841,F,F,129,98,3,3,2011,9
GBT,LB29842,A,M,134,99,17,2,2011,9
GBT,LB29843,F,F,128,107,17,2,2011,13
GBT,LB29844,F,M,135,120,17,2,2011,13
GBT,LB29845,A,F,127,115,18,2,2011,8
GBT,LB29845,A,F,127,99,4,3,2011,7
GBT,LB29846,F,F,127,109,20,2,2011,15
GBT,LB29847,F,F,127,106,21,2,2011,9
GBT,LB29848,F,M,138,110,22,2,2011,10
GBT,LB29849,F,M,136,102,26,2,2011,13
GBT,LB29849,F,M,136,100,28,2,2011,16
GBT,LB29849,F,M,136,103,6,3,2011,9
GBT,LB29849,F,M,136,106,8,3,2011,13
GBT,LB29849,F,M,,105,19,3,2011,8
GBT,LB29850,F,F,129,101,28,2,2011,13
GBT,LB29850,F,F,130,100,3,3,2011,15
GBT,LB29851,F,M,130,96,28,2,2011,13
GBT,LB29851,F,M,130,93,4,3,2011,7
GBT,LB29852,A,M,132,87,6,3,2011,7
GBT,LB29853,F,F,129,108,8,3,2011,16
GBT,LB29854,F,M,129,99,9,3,2011,11
GBT,LB29855,F,M,128,101,12,3,2011,11
GBT,LB29856,A,F,128,104,15,3,2011,15
GBT,LB29859,J,F,126,98,21,5,2011,9
GBT,LB29860,J,M,130,95,28,5,2011,8
GBT,LB29860,J,U,131,100,16,7,2011,12
GBT,LB29860,J,M,131,89,5,8,2011,7
GBT,LB29860,J,M,131,108,8,8,2011,16
GBT,LB29861,J,M,,77,1,6,2011,15
GBT,LB29861,J,U,,97,16,6,2011,7
GBT,LB29861,J,U,124,89,22,7,2011,8
GBT,LB29861,J,U,124,84,29,7,2011,7
GBT,LB29862,J,U,120,95,1,6,2011,17
GBT,LB29863,J,M,130,94,2,6,2011,17
GBT,LB29863,J,U,129,97,12,6,2011,14
GBT,LB29864,A,M,131,105,7,6,2011,11
GBT,LB29865,J,U,124,92,10,6,2011,17
GBT,LB29866,J,U,,102,11,6,2011,15
GBT,LB29867,J,U,126,96,12,6,2011,14
GBT,LB29867,J,F,126,101,17,8,2011,8
GBT,LB29868,F,F,,106,15,6,2011,17
GBT,LB29868,F,F,128,99,18,6,2011,17
GBT,LB29869,J,U,,88,16,6,2011,7
GBT,LB29869,J,U,126,87,18,6,2011,17
GBT,LB29869,F,M,126,96,12,3,2012,8
GBT,LB29870,J,U,125,83,5,7,2011,15
GBT,LB29871,J,M,,89,5,7,2011,15
GBT,LB29871,J,M,127,89,15,7,2011,11
GBT,LB29871,J,U,126,96,5,8,2011,7
GBT,LB29871,F,M,126,102,6,2,2012,8
GBT,LB29872,J,U,121,90,29,7,2011,7
GBT,LB29873,F,F,,93,11,8,2011,16
GBT,LB29874,J,M,130,108,15,8,2011,12
GBT,LB29874,F,M,129,115,9,2,2012,9
GBT,LB29875,U,M,134,101,24,9,2011,12
GBT,LB29875,A,M,135,94,24,3,2012,13
GBT,LB29875,A,M,133,92,6,5,2012,11
GBT,LB29875,U,M,,104,7,8,2012,8
GBT,LB29875,U,M,,96,9,8,2012,6
GBT,LB29875,U,M,,103,30,8,2012,18
GBT,LB29875,A,M,130,103,12,10,2012,17
GBT,LB29876,A,F,129,109,17,12,2011,8
GBT,LB29877,F,F,126,104,27,12,2011,9
GBT,LB29878,F,M,130,107,5,1,2012,11
GBT,LB29878,F,M,129,104,17,1,2012,9
GBT,LB29878,F,M,130,104,26,1,2012,9
GBT,LB29878,F,M,128,94,29,3,2012,12
GBT,LB29878,F,M,128,90,24,6,2012,11
GBT,LB29879,A,M,132,101,6,1,2012,13
GBT,LB29880,F,M,137,112,7,1,2012,12
GBT,LB29881,A,F,136,113,7,1,2012,13
GBT,LB29881,A,F,136,109,9,3,2012,8
GBT,LB29882,F,M,128,104,9,1,2012,12
GBT,LB29882,F,M,129,103,4,2,2012,11
GBT,LB29883,A,M,133,124,10,1,2012,12
GBT,LB29884,A,M,134,102,16,1,2012,13
GBT,LB29884,A,M,134,101,17,1,2012,11
GBT,LB29885,F,M,130,98,17,1,2012,9
GBT,LB29885,F,M,130,109,6,2,2012,8
GBT,LB29886,A,F,132,115,17,1,2012,13
GBT,LB29887,A,F,128,89,19,1,2012,16
GBT,LB29888,F,F,127,103,22,1,2012,15
GBT,LB29888,F,F,128,114,5,2,2012,10
GBT,LB29889,F,M,136,103,22,1,2012,15
GBT,LB29889,F,M,135,114,5,2,2012,10
GBT,LB29890,F,M,132,105,26,1,2012,10
GBT,LB29891,F,F,124,96,26,1,2012,11
GBT,LB29892,A,M,137,100,26,1,2012,12
GBT,LB29893,A,M,133,106,26,1,2012,13
GBT,LB29894,F,M,130,113,27,1,2012,10
GBT,LB29895,F,F,125,107,28,1,2012,16
GBT,LB29896,F,M,131,107,29,1,2012,9
GBT,LB29897,F,M,130,106,29,1,2012,9
GBT,LB29898,F,M,128,96,29,1,2012,11
GBT,LB29898,F,M,128,94,7,4,2012,8
GBT,LB29898,F,M,128,90,14,4,2012,8
GBT,LB29898,F,M,127,89,6,5,2012,13
GBT,LB29899,A,F,132,104,29,1,2012,12
GBT,LB29900,F,M,132,115,29,1,2012,15
GBT,LB29900,F,M,132,117,31,1,2012,14
GBT,LB29900,F,M,131,118,5,2,2012,14
GBT,LE19001,A,F,129,115,29,1,2012,15
GBT,LE19002,A,F,131,103,30,1,2012,15
GBT,LE19002,U,F,130,106,10,2,2012,11
GBT,LE19003,A,M,134,112,31,1,2012,15
GBT,LE19004,A,M,131,108,31,1,2012,16
GBT,LE19005,A,F,129,99,1,2,2012,10
GBT,LE19006,F,M,131,106,1,2,2012,10
GBT,LE19007,F,F,127,112,2,2,2012,9
GBT,LE19007,F,F,127,106,3,2,2012,16
GBT,LE19007,F,F,127,99,4,2,2012,9
GBT,LE19007,F,F,125,99,5,2,2012,9
GBT,LE19007,F,F,127,101,6,2,2012,9
GBT,LE19007,F,F,127,102,8,2,2012,9
GBT,LE19008,A,M,135,116,2,2,2012,12
GBT,LE19009,F,M,134,116,3,2,2012,16
GBT,LE19009,F,M,133,112,5,2,2012,9
GBT,LE19009,A,M,135,106,20,2,2013,7
GBT,LE19010,F,M,124,103,4,2,2012,9
GBT,LE19011,F,F,125,112,4,2,2012,9
GBT,LE19012,F,M,131,106,4,2,2012,9
GBT,LE19013,A,F,127,116,4,2,2012,11
GBT,LE19014,F,F,123,100,4,2,2012,11
GBT,LE19014,F,F,125,107,10,2,2012,9
GBT,LE19015,F,M,135,120,4,2,2012,13
GBT,LE19016,F,M,132,110,4,2,2012,13
GBT,LE19016,F,M,132,102,10,2,2012,11
GBT,LE19017,A,F,127,106,4,2,2012,14
GBT,LE19018,A,F,132,96,4,2,2012,15
GBT,LE19019,A,F,129,121,4,2,2012,16
GBT,LE19020,A,M,136,117,4,2,2012,16
GBT,LE19021,A,F,132,115,5,2,2012,9
GBT,LE19021,A,F,132,118,10,2,2012,9
GBT,LE19025,F,M,131,110,5,2,2012,10
GBT,LE19026,F,F,128,101,5,2,2012,10
GBT,LE19027,A,F,125,98,5,2,2012,10
GBT,LE19028,A,F,127,113,5,2,2012,10
GBT,LE19029,A,M,130,109,5,2,2012,10
GBT,LE19030,F,F,125,110,5,2,2012,10
GBT,LE19031,F,M,128,99,5,2,2012,10
GBT,LE19032,A,M,134,115,5,2,2012,10
GBT,LE19033,F,M,134,101,5,2,2012,10
GBT,LE19034,A,M,132,98,5,2,2012,10
GBT,LE19034,A,M,132,103,9,2,2012,9
GBT,LE19034,A,M,133,101,10,2,2012,15
GBT,LE19035,A,F,131,118,5,2,2012,11
GBT,LE19036,F,F,127,103,5,2,2012,11
GBT,LE19037,F,M,131,120,5,2,2012,12
GBT,LE19038,F,M,133,120,5,2,2012,13
GBT,LE19039,F,F,126,102,5,2,2012,14
GBT,LE19040,A,F,129,117,5,2,2012,15
GBT,LE19041,F,M,128,121,5,2,2012,16
GBT,LE19042,F,F,130,114,6,2,2012,8
GBT,LE19043,A,M,132,124,6,2,2012,8
GBT,LE19044,A,F,128,119,6,2,2012,9
GBT,LE19045,F,M,131,124,6,2,2012,9
GBT,LE19045,U,M,131,125,11,2,2012,14
GBT,LE19046,A,M,139,121,6,2,2012,9
GBT,LE19046,A,M,137,116,10,2,2012,16
GBT,LE19047,A,M,137,115,6,2,2012,9
GBT,LE19048,A,F,131,117,6,2,2012,12
GBT,LE19048,A,F,132,110,8,2,2012,10
GBT,LE19048,A,F,131,110,8,2,2012,16
GBT,LE19049,A,F,126,107,6,2,2012,14
GBT,LE19049,A,F,125,107,10,2,2012,9
GBT,LE19050,A,M,135,120,6,2,2012,16
GBT,LE19050,A,M,136,115,8,2,2012,10
GBT,LE19051,F,M,131,111,7,2,2012,8
GBT,LE19052,A,M,129,118,7,2,2012,9
GBT,LE19053,A,F,131,117,7,2,2012,9
GBT,LE19054,F,F,121,95,7,2,2012,13
GBT,LE19055,A,F,131,114,8,2,2012,9
GBT,LE19056,F,F,126,99,8,2,2012,9
GBT,LE19057,F,M,127,101,8,2,2012,10
GBT,LE19057,F,M,127,104,8,2,2012,16
GBT,LE19057,F,M,125,99,11,2,2012,13
GBT,LE19058,F,F,123,114,8,2,2012,10
GBT,LE19059,F,M,130,113,8,2,2012,16
GBT,LE19059,F,M,130,106,9,2,2012,9
GBT,LE19061,A,M,132,112,10,2,2012,9
GBT,LE19061,A,M,133,104,10,2,2012,15
GBT,LE19061,A,M,134,106,11,2,2012,16
GBT,LE19062,F,M,128,110,10,2,2012,9
GBT,LE19064,F,F,126,102,10,2,2012,13
GBT,LE19065,F,F,128,101,10,2,2012,13
GBT,LE19066,F,M,132,125,11,2,2012,10
GBT,LE19067,F,F,126,95,11,2,2012,14
GBT,LE19068,F,M,129,103,11,2,2012,14
GBT,LE19070,A,F,125,100,13,2,2012,15
GBT,LE19070,A,F,126,98,14,2,2012,15
GBT,LE19071,A,F,121,90,8,3,2012,8
GBT,LE19071,A,F,120,90,24,3,2012,13
GBT,LE19071,A,F,129,100,22,6,2012,9
GBT,LE19071,U,F,121,92,18,9,2012,8
GBT,LE19072,F,F,122,93,9,3,2012,15
GBT,LE19072,F,F,122,91,11,3,2012,16
GBT,LE19072,F,F,122,95,13,3,2012,14
GBT,LE19073,F,F,129,105,12,3,2012,16
GBT,LE19075,J,U,,91,6,5,2012,12
GBT,LE19076,F,F,126,90,12,6,2012,13
GBT,LE19076,A,F,127,101,16,5,2013,8
